-0.48044997	-5.01673
-0.20023406	-4.574781
0.43966523	-4.1494527
1.1996808	-3.511324
1.7198465	-2.9221582
2.360012	-2.2348208
3.1797113	-1.858742
4.159394	-1.3681433
5.9187593	-0.5505652
7.438208	0.15254769
8.517857	0.6922049
10.337155	1.4933666
11.816587	2.14738
13.715886	3.0139894
15.215352	3.7171159
15.795185	4.0278563
16.435034	4.404058
16.735018	4.633111
17.1351		5.0422273
17.375149	5.2876973
18.175081	5.876672
19.215046	6.694741
20.215046	7.5128374
20.695095	7.9546504
21.095278	8.46202
21.615376	8.985683
21.99556	9.476691
22.415691	9.951296

